activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
74649,114019426,114019426,,2024.0,,,,,,,,,,,,,,,,,"New Zealand's Hikurangi margin is known for recurring shallow slow slip, numerous forearc seeps, and a productive volcanic arc. Fluids derived from the subducting slab are implicated in these processes. However, prior studies lacked evidence of basic crustal structure of the slab, or of its water content that would allow an assessment of fluid budgets. We review several recent studies that place bounds on the fluid reservoirs within the subducting Hikurangi Plateau that could be released between the forearc and backarc regions. Subducting sediments are thickest (> 1 km) in the southern Hikurangi margin, where there is a unit of turbidites beneath the regional proto decollement. These subducting sediments begin draining near the deformation front, resulting in a 20-30 % loss of volumetric fluid content. In contrast, the central and northern Hikurangi margins lack a continuous unit of subducting sediment. Here, lenses of poorly drained sediment underthrust the forearc in the wakes of seamount collisions. The Hikurangi Plateau's crustal structure resembles normal oceanic crust with a doubled upper crust of basalt and diabase. Above this upper crust is a ~1.5 km thick unit of hydrated volcaniclastic conglomerates. Seamounts can locally increase the upper crust's thickness by an extra ~1-3 km, raising the amount of porous, altered volcanic material. Finally, P-wave velocity models of the slab's upper mantle show velocity changes that could indicate moderate differences in serpentinization. Active bend-faults that could circulate fluids to the upper mantle are sparse prior to subduction. However, upon subduction the upper mantle seismic velocities of the Hikurangi Plateau are significantly less in the north compared to the south, possibly due to enhanced slab faulting beneath the forearc. Separate thermo-petrologic models for the shallow forearc and deeper subduction system suggests that fluid release from volcaniclastic units and the thickened Hikurangi Plateau upper crust is expected to occur over a range of depths extending from ~12 km to ~130 km, providing fluids for onshore seep systems and hydrous melting of the mantle wedge, whereas dehydration of serpentinite is greatest beyond the arc front. Subducting sediments and volcaniclastic units are the most readily available source of fluids for shallow slow slip.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Manual,,,,,,,,,,,,,Fluid reservoirs of the Hikurangi Plateau and their implications for subduction processes,,,,,,,,Proceeding,,,,,,[],"[{""id"": 74649, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Gase, A.', 'Bangs, N.', 'Bassett, D.', 'Chesley, C.', 'Crutchley, G.', 'Epstein, G.', 'Saffer, D.', 'Van Avendonk, H.']"
74921,111607015,111607015,,2024.0,,,,,,,,,,,,,,,,,"Context: The integration of Rust into kernel development is a transformative endeavor aimed at enhancing system security and reliability by leveraging Rust's strong memory safety guarantees. Objective: We aim to find the current advances in using Rust in Kernel development to reduce the number of memory safety vulnerabilities in one of the most critical pieces of software that underpins all modern applications. Method: By analyzing a broad spectrum of studies, we identify the advantages Rust offers, highlight the challenges faced, and emphasize the need for community consensus on Rust's adoption. Results: Our findings suggest that while the initial implementations of Rust in the kernel show promising results in terms of safety and stability, significant challenges remain. These challenges include achieving seamless interoperability with existing kernel components, maintaining performance, and ensuring adequate support and tooling for developers. Conclusions: This study underscores the need for continued research and practical implementation efforts to fully realize the benefits of Rust. By addressing these challenges, the integration of Rust could mark a significant step forward in the evolution of operating system development towards safer and more reliable systems [Journal_ref: ]",https://dl.acm.org/doi/10.1145/3674805.3690756,,,,,,,,,,,,,,,,,,24 October 2024,"ESEM 2024 Emerging Results, Vision and Reflection Papers Track",,,,,arXiv,,,496-502,,,,,ACM/IEEE,Barcelona Spain ,,,,Rusty Linux: Advances in Rust for Linux Kernel Development,,,,,,,,Proceeding,,,18,https://dl.acm.org/doi/10.1145/3674805.3690756,,"[{""attachmentid"": 57898, ""mimetype"": ""application/pdf"", ""filename"": ""esem24-50.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25yS3RMQnVtQzczcWQ1UEtiWHE3VnlLaUV3NDFHNWpNcDA2WmdxbThJSUUzZz09"", ""filesize"": 586301}]","[{""id"": 74921, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Panter, S. K.', 'Eisty, N. U.']"
75006,114135517,114135517,,2024.0,,,,,,,,,,,,,,,,,"This IUSE project focuses on the development, implementation, and evaluation of the impact of a unique storytelling intervention to enhance the self-view of undergraduate engineering students. It explores how telling personal narratives about oneself affects students' engineering professional identity, sense of belonging, and persistence in the major. Collaborating with the non-profit organization The Story Collider and funded by an NSF grant (award# 2142137), the research uses a design-based mixed-methods approach to investigate the impact of storytelling on undergraduate engineering students. Incorporated into engineering courses, this intervention targets students during their sophomore year with the goal to develop and refine open-source curricular materials focused on teaching storytelling skills to engineering students. Each iteration of the intervention spans a semester, and involves personal narrative development supported by producers from The Story Collider. The research addresses three key questions:(1) What are the thematic and structural characteristics of personal narratives written by students about their experiences in engineering education?;(2) How does students’ development and performance of a personal narrative about their experiences in engineering education relate to their professional engineering identity, sense of belonging in the major, and downstream persistence?;(3) How do the thematic and structural characteristics of personal narratives written by students about their experiences in engineering education relate to their professional engineering identity, sense of belonging in the major, and downstream …",,,,,,,,,,,,,,,,,,,2024,American society for Engineering Education,,,,,Manual,,,,,,,,,,,,,Self-storytelling Interventions to Promote Engineering Student Success,,,,,,,,Proceeding,,,,https://peer.asee.org/46965.pdf,,[],"[{""id"": 75006, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Pakala, K.', 'Jankowski, E.', 'Hagenah, S.', 'Hamby, A.', 'Ward, B.']"
75044,113164447,113164447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static Analysis Symposium (SAS),,,,,Manual,,,,,,,,,,,,,Leveraging Incrementaility of DFA to Improve Analysis over Octagons,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75044, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 3, ""completionorder"": 3}]","['Ballou, K.', 'Sherman, E. A.']"
75045,113164447,113164447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static Analysis Symposium (SAS),,,,,Manual,,,,,,,,,,,,,muRelBench: MicroBenchmarking for Zonotope Domains,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75045, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 3, ""completionorder"": 3}]","['Ballou, K.', 'Sherman, E. A.']"
75046,113164447,113164447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Symposium on Software Testing and Analysis (ISSTA),,,,,Manual,,,,,,,,,,,,,Diversifying Test Input Generation for Dynamic Invariant   Inference,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75046, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 3, ""completionorder"": 3}]","['Bhusal, S.', 'Sherman, E. A.']"
75047,113164447,113164447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foundations of Software Engineering (FSE),,,,,Manual,,,,,,,,,,,,,String Test Input Generation Using a Solver with Native Java String API Support,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75047, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 3, ""completionorder"": 3}]","['Steven, N.', 'Roberts, M.', 'Sherman, E. A.']"
75054,114062811,114062811,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,may,"""Proceedings of the 2024 Joint International Conference on Computational Linguistics, Language Resources and Evaluation (LREC-COLING 2024)""",,,,,BibTeX,,,,,,,,"""ELRA and ICCL""",,,,,"""Conceptual Pacts for Reference Resolution Using Small, Dynamically Constructed Language Models: A Study in Puzzle Building Dialogues""",,,,,,,,Proceeding,,,,,,[],"[{""id"": 75054, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}]","['&quot;Hough, J.', 'Zarriess, S.', 'Kennington, C.', 'Schlangen, D.', 'Poesio, M.']"
75055,114062811,114062811,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aug,"""Proceedings of the Fourth Workshop on Scholarly Document Processing (SDP 2024)""",,,,,BibTeX,,,,,,,,"""Association for Computational Linguistics""",,,,,Understanding Survey Paper Taxonomy about Large Language Models via Graph Representation Learning,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75055, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Zhuang, J.', 'Kennington, C.']"
75057,114062811,114062811,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,may,"""Proceedings of the 2024 Joint International Conference on Computational Linguistics, Language Resources and Evaluation (LREC-COLING 2024)""",,,,,BibTeX,,,,,,,,"""ELRA and ICCL""",,,,,Incorporating Word-level Phonemic Decoding into Readability Assessment,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75057, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}]","['&quot;Pinney, C.', 'Kennington, C.', 'Pera, M. S.', 'Wright, K.', 'Fails, J. A.']"
75058,114062811,114062811,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,,,,,BibTeX,,,,,,,,Association for Computing Machinery,,,,,How Readability Cues Affect Children's Navigation of Search Engine Result Pages,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75058, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Pinney, C.', 'Bettencourt, B. J.', 'Fails, J. A.', 'Kennington, C.', 'Wright, K. L.', 'Pera, M. S.']"
75059,114062811,114062811,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,,,,,BibTeX,,,,,,,,Association for Computing Machinery,,,,,Kid Query: Co-designing an Application to Scaffold Query Formulation,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75059, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Bettencourt, B. J.', 'Pera, M. S.', 'Kennington, C.', 'Wright, K. L.', 'Fails, J. A.']"
75079,114111823,114111823,,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 13-14, 2024","""Nazioarteko kongresua Gernika(k) / Guernica(s): Trauma historikoaren birsemantizazioak""",,,,,Manual,,,,,,,,Peter Lang Publishing Group,"Lausanne, Switzerland",,,,Euzko-Gogoa: El roble en el exilio,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75079, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2025, ""termid"": ""2025/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Gandarias Beldarrain, Z.']"
75216,114082071,114082071,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April,Midwest Political Science Association,,,,,Manual,,,,,,,,,,,,,Variation in subnational responses to COVID-19 in India linked to sub-national party politics,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75216, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 75216, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Bellinger, N.', 'VanDusky-Allen, J.']"
75308,113106816,113106816,,2025.0,,,,,,,,,,,,,,,,,Conference session proposal on news literacy submitted for 2025 conference,,,,,,,,,,,,,,,,,,,,National Association for Media Literacy Education,,,,,Manual,,,,,,,,,,,,,From Context to Consumption: Mastering News and Media Literacy Knowledge with the 5C Model,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75308, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 2, ""completionorder"": 2}]","['Ashley, S. D.']"
75338,111110059,111110059,,2025.0,,,,,,,,,,,,,,,,,"Winiecki D., Spezzano F., Underwood C.[*student] (2023). Understanding Teenagers Real and Fake News Sharing on Social Media. Proceedings of the 22nd ACM Interaction Design and Children (IDC) Conference, Chicago, USA, June 19-23.    https://doi.org/10.1145/3585088.3593864",https://doi.org/10.1145/3585088.3593864,,,,,,,,,,,,,,,,,,June,22nd ACM Interaction Design and Children (IDC) Conference,,,,,Manual,,,,,,,,Association for Computing Machinery (ACM),New York,,,,Understanding Teenagers' Real and Fake News Sharing on Social Media,,,,,,,,Proceeding,,,,https://doi.org/10.1145/3585088.3593864,,[],"[{""id"": 75338, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2023, ""termid"": ""2023/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Winiecki, D. J.']"
75358,111632553,111632553,,2024.0,,,,,,,,,,,,,,,,,"Generative Adversarial Networks (GANs) have revolutionized the generation of  synthetic malware images, providing significant applications in cybersecurity.  Traditional image-based metrics such as Inception Score (IS) and Fr´echet Inception Distance (FID) evaluate the visual quality of these images but fail to capture their malicious nature fully. We propose a novel evaluation framework, cTIMS (Correlated Textual-Based and Image-Based Metric Suites), which integrates both image and text-based metrics to provide a comprehensive assessment. Utilizing the multimodal image captioning model BLIP, we extract textual descriptions of GAN-synthesized malware images and analyze the correlation between image metrics (IS, FID) and text metrics (BLEU, METEOR, ROUGE). Additionally, we introduce Kolmogrov-Arnold Network (KAN)-based CNN architectures (VGG16-KAN, VGG19-KAN), demonstrating significant performance improvements in malware classification. The effectiveness of the Train Real Test Synthetic (TRTS) approach in validating these correlations is also evaluated, confirming the method’s reliability in selecting high-quality GAN-generated images.",,,,,,,,,,,,,,,,,,,November,29th IEEE Pacific Rim International Symposium on Dependable Computing (PRDC 2024),,,,,Manual,,,,,,,,IEEE,,,,,cTIMS: Correlated Textual and Image based Metrics Suites for Assessing GAN-Synthesized Android Malware Images,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 58611, ""mimetype"": ""application/pdf"", ""filename"": ""PRDC24-paper131-CameraReady.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25yRlVsbm9oaGNKaEtXbXlleFhRUDBHRFBHa1BLdWE3cVlvYnNFUCtXLzJxSUpFeDd0U2M4YUVOTittdXJXKzRhT2lCTGlTMkxQVlZBPT0%3D"", ""filesize"": 4892882}]","[{""id"": 75358, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Arifin, M. M.', 'Yeh, J. H.']"
75359,111632553,111632553,,2024.0,,,,,,,,,,,,,,,,,"The study addresses the challenge of detecting obfuscated malware, particularly memory-obfuscated variants, which evade conventional detection methods by targeting a system’s volatile memory. By leveraging transformer-based models, notably BERT, the research demonstrates promising advancements in malware detection. Through data augmentation and rigorous feature selection processes, the study enhances the CIC-MlMem-2022 dataset, improving its quality for training classification models. Comparative analysis with conventional machine learning techniques highlights the superior performance of BERT and DistilBERT, achieving approximately 74% accuracy in classifying malware families. Notably, BERT exhibits exceptional capability in generalizing to unseen malware, achieving a remarkable 100% success rate in categorizing new families. These findings underscore the  potential of transformer-based models for effectively detecting obfuscated malware, emphasizing the need for intelligent detection mechanisms in cybersecurity.",,,,,,,,,,,,,,,,,,,October,19th International Conference on Information Security Practice and Experience (ISPEC 2024),,,,,Manual,,,,,,,,,,,,,Unveiling the Efficacy of BERT's Attention in Memory Obfuscated Malware Detection,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 58612, ""mimetype"": ""application/pdf"", ""filename"": ""ISPEC2024+Camera Ready+Paper ID 29.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25yRlVsbm9oaGNKaENqL0cyYWZVajhGV2o3V3dHd2xXdWpJSWJqem9zakw3TCtmemNpWTF3ajN6bEJNMVk5aXYzL01hQk81azl5SDk2Q0d0bDZVd2l2eQ%3D%3D"", ""filesize"": 1429355}]","[{""id"": 75359, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Arifin, M. M.', 'Tolman, T.', 'Yeh, J. H.']"
75385,114254397,114254397,,2024.0,,,,,,,,,,,,,,,,,"As new research on Large Language Models (LLMs) continues, it is difficult to keep up with new research and models. To help researchers synthesize the new research many have written survey papers, but even those have become numerous. In this paper, we develop a method to automatically assign survey papers to a taxonomy. We collect the metadata of 144 LLM survey papers and explore three paradigms to classify papers within the taxonomy. Our work indicates that leveraging graph structure information on co-category graphs can significantly outperform the language models in two paradigms; pre-trained language models' fine-tuning and zero-shot/few-shot classifications using LLMs. We find that our model surpasses an average human recognition level and that fine-tuning LLMs using weak labels generated by a smaller model, such as the GCN in this study, can be more effective than using ground-truth labels, revealing the potential of weak-to-strong generalization in the taxonomy classification task.",,,,,,,,,,,,,,,,,,,August,Proceedings of the Fourth Workshop on Scholarly Document Processing (SDP 2024),,,,,Manual,,,58–69,,,,,Association for Computational Linguistics,,,,,Understanding Survey Paper Taxonomy about Large Language Models via Graph Representation Learning,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75385, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Zhuang, J.', 'Kennington, C.']"
75392,114254397,114254397,,2024.0,,,,,,,,,,,,,,,,,"Over the past decades, text classification underwent remarkable evolution across diverse domains. Despite these advancements, most existing model-centric methods in text classification cannot generalize well on class-imbalanced datasets that contain high-similarity textual information. Instead of developing new model architectures, data-centric approaches enhance the performance by manipulating the data structure. In this study, we aim to investigate robust data-centric approaches that can help text classification in our collected dataset, the metadata of survey papers about Large Language Models (LLMs). In the experiments, we explore four paradigms and observe that leveraging arXiv's co-category information on graphs can help robustly classify the text data over the other three paradigms, conventional machine-learning algorithms, pre-trained language models' fine-tuning, and zero-shot / few-shot classifications using LLMs.",,,,,,,,,,,,,,,,,,,,Companion Proceedings of the ACM on Web Conference 2024,,,,,BibTeX,,,1486--1495,,,,,,,,,,Robust Data-centric Graph Structure Learning for Text Classification,,,,,,,,Proceeding,,,,https://dl.acm.org/doi/abs/10.1145/3589335.3651915,,[],"[{""id"": 75392, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Zhuang, J.']"
75393,114254397,114254397,,2024.0,,,,,,,,,,,,,,,,,"Inflatable structures present an efficient solution for deep space habitats, enabling compact storage during launch and providing a large operational volume once deployed in space. However, their lightweight and thin-walled design makes them susceptible to Micro-Meteoroids and Orbital Debris (MMODs), as well as the cumulative effects of creep strain. To ensure the safety of these inflatable habitats, this study used a commercial material extrusion system to prototype a flexible and multifunctional sensor for non-destructive structural health monitoring. This unique sensor consists of a piezoelectric polyvinylidene fluoride-trifluoroethylene (PVDF-trFE) film sandwiched between a pair of electrodes. The piezoelectric layer detects dynamic impact force due to MMODs and the electrodes printed into piezoresistive strain gauges are capable of measuring creep strain. In this study, a comprehensive sensor fabrication technique, including piezoelectric ink synthesis, printer settings, and material post-processing method, was first developed. Subsequent experiments using a mechanical load frame and impact hammer quantified the sensor sensitivity in piezoresistive and piezoelectric mode, respectively. The printed sensor achieved a gauge factor exceeding 8 in piezoresistive mode. An additional machine learning model predicted impact magnitude and impact width with linear correlation coefficients of 0.99 and 0.89, respectively, when compared to the tested values. These promising results underscore the potential for in-situ manufacturing of such multifunctional sensors, paving the way for sustainable deep space missions that not only minimize launch mass but also diminish reliance on exhaustive pre-launch designs.",,,,,,,,,,,,,,,,,,,,Health Monitoring of Structural and Biological Systems XVIII,,,,,BibTeX,,,445--453,,,,,,,,,,All-printed multifunctional sensors for structural health monitoring of inflatable habitats,,,,,,,,Proceeding,,,12951,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12951/1295123/All-printed-multifunctional-sensors-for-structural-health-monitoring-of-inflatable/10.1117/12.3009977.short,,[],"[{""id"": 75393, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Zuzelski, M.', 'Little, I.', 'Zhuang, J.', 'Deng, Z.']"
75395,112046989,112046989,,2024.0,,,,,,,,,,,,,,,,,"This paper investigates the role of erasure and negation in a novel speculative synthesis method termed “negated sound.” Beginning with an overview of artistic works incorporating negation and erasure, the paper emphasizes themes influencing the development of the negated sound method presented here. The study presents the technical procedures of the negated sound method and discusses examples of its creative output.",,,,,,,,,,,,,,,,,,,September,Speculative Sound Synthesis Symposium,,,,,Manual,,,,,,,,,https://speculativesoundsynthesis.iem.sh/symposium/docs/proceedings/apel/,,,,Negated Sound Analysis-Synthesis,,,,,,,,Proceeding,,,,https://speculativesoundsynthesis.iem.sh/symposium/docs/proceedings/apel/,,[],"[{""id"": 75395, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Apel, T. R.']"
75411,112054227,112054227,,2024.0,,,,,,,,,,,,,,,,,"There is a controversial national debate taking place in the United States regarding immigration policy. Migrant and immigrant children are impacted by social and educational inequalities and are often entangled in the political climate that surrounds them [1]. Unfortunately, migrant and immigrant children who are entering schools are caught up in the multiplicity of challenges facing educators and families. Educators are often unprepared and feel overwhelmed with large classes, meeting the initial requirement to screen all entering students to determine their language level, and coaching other teachers. Meanwhile, families are attempting to navigate a new system and understand the expectations [2]. The opportunity to learn English and access educational resources is tantamount to bridging the gaps that these students are facing to navigate a new school system and environment. This presentation/manuscript examines strategies for English learning for migrant and immigrant students in the USA. It features research, pedagogy and curriculum that promotes optimal English learning for students grappling with access to quality education programs. Students are exploring their own identities and learning to speak English in diverse classrooms with numerous native languages and educators who may be unprepared to meet their needs and are following a standardized curriculum. To celebrate the genius of children who are becoming successful in language rich contexts that do not meet the “one size fits all” curriculum, strategies are suggested that can be assessed informally and include multiple media [3]. Successful classroom methodologies grounded in research tailored to meet the needs of migrant and immigrant students must include flexibility and attention to affective domains as well as concentration on the development of English competency. Simultaneously, the four key elements of speaking, listening, reading, and writing are essential skill areas to learning English and need instruction and practice for cognitive function. This study and investigation will follow up on the crucial questions that relate to embracing English learning, new technologies, and initiating academic success through proactive educational strategies including a paradigm shift to incorporate a translanguaging pedagogy for emergent bilingual students leading to relevant and purposeful accomplishments. By addressing a myriad of innovative, flexible strategies coupled with meeting the challenges experienced by migrant and immigrant students and their teachers, positive strides are made leading to significant accomplishments in achieving the building blocks of English language development and educational success. The information presented lends itself to a variety of student ages, levels, and settings, and can be applied across the curriculum.",,,,,,,,,,,,,,1,,,,,November,Innovation in Language Learning,,,,,Manual,,,,,,,,Pixel,"Rome, Italy",,,,Navigating English Learning for Migrant and Immigrant Students in the USA,,,,,,,,Proceeding,,,14,,,[],"[{""id"": 75411, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
75414,112054227,112054227,,2024.0,,,,,,,,,,,,,,,,,"The objective of this study is to provide an overview of challenges facing gifted and talented females, explore  gender  differences among intellectually  gifted  students, and examine the literature and research addressing  gender  in a variety of dimensions of cognitive giftedness. The unique and often frustrating experiences that  gifted  and  talented   females  encounter will be explored to understand gender stereotypes. The findings are centered on the benefits, predicaments, and determination of  gifted  and  talented   females  as we embrace multiple facets of  diversity  and  gender  equity. There are a wide variety of  perspectives  on  gender  and high ability or highly  talented   females  and academic achievement.  Gender  has often been a critical factor when identifying  multidimensional   perspectives  of giftedness. The combined results from 130 studies published between 1975 and 2011 indicated that boys were 1.19 times more likely than girls to be identified as gifted and included in gifted programs [1]. The early literature on giftedness, dominated by male authors, focused largely on mathematical and scientific manifestations of giftedness, and had a highly misogynistic character.  Subsequent research and expanded definitions of giftedness have made significant changes in these views and encouraged a more diverse population that will enrich others and allow  gifted   females  to excel and reach their full potential. Even though most people have some degree of emotional intelligence (EI), EI studies have shown that females demonstrate a higher degree of EI than males do [2]. Barriers to gifted women achieving their full potential are both external and internal— societal and psychological. Recent literature features significant studies by female  gifted  education specialists, and has been valuable in its stress on leadership, learning, and providing professional insight in narrowing the  gender  gap and facilitating a stronger female presence [3].   The goal of the present study is to synthesize data on gender differences in gifted identification and programs. The research reviewed addressed males and females in a variety of dimensions of cognitive giftedness, but most frequently those related to manifesting quantitative gifts. Recommendations for reducing gender bias include encouraging girls to participate in gifted programs, mentoring, and using multiple assessment criteria to identify gifted students.",,,,,,,,,,,,,,16,,,,,"June, 2024",Future of Education International Conference,,,,,Manual,,,,,,,,Pixel,"Rome, Italy",,,,Exceptionally Gifted Females: Multiple Facets of Diversity and Gender Equity,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75414, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
