activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
26004,111110288,111110288,,2010.0,,,,,Advances in Near-Surface Seismology and Ground-penetrating Radar,Theory of Viscoelastic Love Waves and Their Potential Application to Near Surface Sensing of Permeability,,,,,,,,,,,"In computing Love-wave solutions, the choice of constitutive model depends on the domain of application. In the domain of global earthquake seismology, the search for solutions in the complex plane began in the vicinity of the elastic solutions. In the case of near-surface engineering work, damping levels can be large, and elastic stiffness can be much less than in global seismology. Furthermore, the choice of representation should depend on the permeability and degree of water saturation. The study of dry or impermeable soils and rock, where viscous effects are largely absent, has led to an alternative representation for the Kelvin-Voigt damping property. Under that alternative of effective viscosity, the damping ratio is a frequency-independent soil constant. Permeable, water-saturated soils, on the other hand, have shown viscous behavior. A method to solve for Love waves can be used under a truly viscous assumption. Applications would include near-surface remote sensing of either water content or permeability.",,,,,,,http://dx.doi.org/10.1190/1.9781560802259.ch16,,,,,,,,,,,,,,,,,,Other,,,263-278,,,,,Advances in Near-Surface Seismology and Ground-penetrating Radar, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/cgiss_facpubs/146,,[],"[{""id"": 26004, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Michaels, P.', 'Gottumukkula, V.']"
26006,113026222,113026222,,2010.0,,,,,,O que aprendemos nos Estados  					Unidos com a experięncia de inclusăo de estudantes minoritários na universidade:  					Sugestőes para apoiar estudantes cotistas em universidades brasileiras,,,,,,,,,,,Translation: What we have learned in the United States regarding minority college	student adaptation: Practical suggestions for supporting minority student inclusion in Brazilian universities. In C. S. Hutz (Ed.) Advances in Community Psychology.,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26006, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Midgett, A.', 'Midgett, B.', 'Baldridge, M.']"
26012,113026222,113026222,,2007.0,,,,,,Psychoanalytic theory in action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26012, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Sommers-Flanagan, J.', 'Midgett, A.']"
26013,113026222,113026222,,2010.0,,,,,,Leaning into discomfort,,,,,,,,,,,"Hutz, A.  Leaning into discomfort. In 	Trotter-Mathison, M., Koch, J. M., Sanger, S. & Skovholt, T. M. (Eds.) (2010). Voices from the field: Defining moments in counselor and therapist development. New York: Routledge.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,New York: Routledge, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26013, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Midgett, A.']"
26014,113026222,113026222,,2007.0,,,,,Becoming an ethical helping professional:  Philosophical and cultural foundations,Diversity testing concerns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,New York: Wiley, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26014, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Midgett, A.']"
26015,113026222,113026222,,2012.0,,,,,,"Career Counseling in Brazil: Past, Present, and 	Future",,,,,,,,,,,"
Explanation of Other:  Peer-Reviewed Book",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,American Counseling Association,"Washington, DC ",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26015, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Midgett, A.', 'Hutz, C. S.']"
26016,113026222,113026222,,2007.0,,,,,Becoming an ethical helping professional:  Philosophical and cultural foundations,Diversity testing concerns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,New York: Wiley ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26016, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Midgett, A.']"
26020,111111900,111111900,,2012.0,,"Vladimir Tismaneanu, Bogdan Iacob",,,The End and the Beginning: The Revolutions of 1989 and the Resurgence of Histor,"""Where Was the Serbian Havel""",,,,,,,,,,,,9.78616E+12,,,,,,,,,,,,,,,,,,,,,,,,Other,,,363-379,,,,,Central European University Press,New York and Budapest USA and Hungary,,,,,,,,,,,,Chapter,,,,http://www.ceupress.com/,,[],"[{""id"": 26020, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26026,111111900,111111900,,1997.0,,,,,"Politics, Power, and the Struggle for Democracy in South-East Europe",A Failed Transition: The Case of Serbia,,,,,,,,,,,"Five years after the first free elections in postwar Serbia, the stated aim of most of its political actors there is still a true transition to democracy.  The reason for this is simple. Although Serbia has the structures and institutions necessary for democratic government, there is no democratic culture. Instead, Slobodan Miloševi? has governed in an authoritarian manner in the name of the Serbian nation. The Serbian opposition offers little but the rhetorical promise of bringing liberal democracy to the state, and any politician wishing to succeed must offer a vision for the defense of Serbs from a variety of threats, real and unreal. Serbia's minorities, which constitute about a third of its population, have been excluded from politics by this political culture of intolerance. Today, the only positive sign for the future is the fact that the wars in Croatia and Bosnia are (at least temporarily) over, which might enable Serbian political leaders to attempt to broaden their appeal to non-Serbs.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,146-188,,,,,"Politics, Power, and the Struggle for Democracy in South-East Europe", ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/16,,[],"[{""id"": 26026, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1997, ""termid"": ""1996/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26027,111111900,111111900,,1997.0,,,,,"State-Society Relations in Yugoslavia, 1945-1992","Reconstituting Serbia, 1945-1991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,291-314,,,,,"State-Society Relations in Yugoslavia, 1945-1992", ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/18,,[],"[{""id"": 26027, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1997, ""termid"": ""1996/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26028,111111900,111111900,,2008.0,,,,,State Collapse in South-Eastern Europe: New Perspectives on Yugoslavia's Disintegration,Return Engagement: Intellectuals and Nationalism in Tito's Yugoslavia,,,,,,,,,,,"Intellectuals were heroes of the collapse of Communism across Eastern Europe. Adam Michnik, ??Václav Havel, and many others left an uplifting imprint on an era that witnessed the emergence of their inspiring progeny, including flying universities, the notion of ""living in truth"", KOR, and Charter 77. In Yugoslavia, intellectuals were as prominent and as influential as their counterparts elsewhere in Eastern Europe, but the results of their engagement were radically different. Whereas the new civil societies of East-Central Europe were built on a foundation of human rights, tolerance, and indifference to ideology,1 intellectual engagement in Yugoslavia produced nationalisms that ranged from the relatively more civic-minded Slovenian variant to the exclusive and intolerant movements on Serbia and Croatia. The lasting images of the work of Yugoslav intellectuals may well be the sieges of Vukovar and Sarajevo, the flight of a quarter of a million Serbs from Croatia in a couple of weeks in the summer of 1995, and the bone fields of eastern Bosnia, which are far different images than those bequeathed by KOR or Charter 77.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,179-200,,,,,State Collapse in South-Eastern Europe: New Perspectives on Yugoslavia's Disintegration, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/19,,[],"[{""id"": 26028, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26029,111111900,111111900,,2005.0,,,,,"Eastern Europe : An Introduction to the People, Lands, and Culture",Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,529-582,,,,,"Eastern Europe : An Introduction to the People, Lands, and Culture", ,,,,,,,,,,,,Chapter,,,3,http://scholarworks.boisestate.edu/history_facpubs/15,,[],"[{""id"": 26029, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26030,111111900,111111900,,1994.0,,,,,Chronology of 20th-Century Eastern European History,Yugoslavia,,,,,,,,,,,"When the now former Yugoslavia was formed in 1918 at the end of World War I out of the ruins of the Austro-Hungarian Empire and the independent states of Serbia and Montenegro, its peoples came from at least six separate legal entities: Austria, Hungary, Bosnia and Herzegovina, Montenegro, Serbia, and the Ottoman Empire. Tje nationalities encompassed by the Yugoslav state included Serbs, Croats, Slovenes, Hungarians, Turks, Macedonians, Albanians, Bulgarians, Romanians, Germans, Slovaks, Czechs, Russians, and Italians. Needless to say, this was a state with an extremely complex ethnic composition, whose peoples came into the new state with divergent experiences of government.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Chronology of 20th-Century Eastern European History, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/14,,[],"[{""id"": 26030, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1994, ""termid"": ""1993/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26031,111111900,111111900,,2011.0,,,,,"Promises of 1968: Crisis, Illusion, and Utopia",Yugoslavia's 1968: The Great Surrender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,"Promises of 1968: Crisis, Illusion, and Utopia", ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/20,,[],"[{""id"": 26031, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Miller, N. J.']"
26032,114023975,114023975,,2019.0,,,,,,Examining CPRT from a Neuroscience Perspective ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26032, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 26032, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2016, ""termid"": ""2016/01"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 26032, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Miller, R.']"
26038,111110593,111110593,,2008.0,,,,,"End-User Computing:  Concepts, Methodologies, Tools, and Applications (4 Volumes)",Legal and Ethical Implications of Employee Location Monitoring.,,,,,,,,,,,,978-1-59904-945-8,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,IGI Publishing, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26038, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Minch, R.']"
26081,113070031,113070031,,2015.0,,Alexandria Peary and Tom C. Hunley,,,Creative Writing Pedagogies for the Twentieth-First Century,"“A Basic Writing Teacher Teaches Creative Writing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,221-242,,,,,Southern Illinois UP, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26081, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Moneyhun, C. A.']"
26158,111111549,111111549,,1996.0,,,,,Themes and Ideologies in American Popular Film,Pacifism in Film: Exclusion and Containment as Hegemonic Processes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,103-120,,,,,Themes and Ideologies in American Popular Film, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/communication_facpubs/40,,[],"[{""id"": 26158, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1996, ""termid"": ""1995/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Moore, R. C.']"
26181,113161450,113161450,,2016.0,,,,,,Other Voices: Alternative Imaginations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26181, ""status"": ""Work Discontinued"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 7, ""completionorder"": 1}]","['Chase, M. E.', 'Mukherjee, R.']"
26185,111669970,111669970,,2010.0,,M. Cooksey  and K. Olivares,,,Quick hits for service-learning: Successful strategies by award-winning teachers,Teaching the temporal dimensions of service-learning projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,168-169,,,,,Indiana University Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26185, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Munger, R. H.', 'Samantha, S.']"
26186,111669970,111669970,,2010.0,,Mary A. Cooksey and Kimberly T. Olivares,,,Quick Hits for Service Learning: Successful Strategies by Award-Winning Teachers,Teaching the Temporal Dimensions of Service Learning Projects,,,,,,,,,,,,978-0-253-22330-2,,,,,,,,,,,,,,,,,,,,,,,,Other,,,168-169,,,,,Indiana University Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26186, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Sturman, S.', 'Munger, R. H.']"
26187,111669970,111669970,,2004.0,,,,,Instructor Resource Manual for Technical Communication,Addressing Plagiarism in a Technical Communication Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,6-Apr,,,,,Instructor Resource Manual for Technical Communication, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/english_facpubs/34,,[],"[{""id"": 26187, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2004, ""termid"": ""2003/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Munger, R. H.']"
26188,111669970,111669970,,2007.0,,,,,Instructor Resource Manual for Technical Communication,Including Service Learning in the Tech-Comm Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,15-18,,,,,Instructor Resource Manual for Technical Communication, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/english_facpubs/156,,[],"[{""id"": 26188, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Munger, R. H.']"
26189,111669970,111669970,,2002.0,,,,,Discourse Studies in Composition,Temporal Analysis: A Primer Exemplified by a Case from Prehospital Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,283-304,,,,,Discourse Studies in Composition, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/english_facpubs/187,,[],"[{""id"": 26189, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2002, ""termid"": ""2001/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Geisler, C.', 'Munger, R. H.']"
26261,112033842,112033842,,2012.0,,Lisa Ford and Amy R.W. Meyers,,,"Knowing Nature: Art and Science in Philadelphia, 1740 to 1840","Cultivating Interiors: Philadelphia, China, and the Natural World",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Yale University Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26261, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Neri, J.']"
26266,112033842,112033842,,2009.0,,,,,Mrs. Delany and Her Circle,"Mrs. Delany's Natural History and Zoological Activities: ""A Beautiful Mixture of Pretty Objects""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Mrs. Delany and Her Circle, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/art_facpubs/4,,[],"[{""id"": 26266, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Neri, J.']"
26272,111643654,111643654,,2008.0,,,,,Small Business and Entrepreneurship,The normative context for women's participation in entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,138-159,,,,,Sage Publishing, ,,,,,,,,,,,,Chapter,,,2,,,[],"[{""id"": 26272, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2008, ""termid"": ""2008/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Baughn, C.', 'Chua, B. L.', 'Neupert, K.']"
